CustomerID,Product,PurchaseDate,Quantity,UnitPrice,CustomerName,ProductCategory,PaymentMethod,ReviewRating,TotalPrice,Year,Month,Day,Weekday,Quarter,IsWeekend,MonthName,YearMonth,CustomerLifetimeValue,PurchaseFrequency,DaysSinceLastPurchase,AverageOrderValue,RevenuePerCategory,RevenuePerCustomer
C4446,Printer,2024-08-28,4,657.98,Customer C4446,Furniture,Credit Card,5,2631.92,2024,8,28,2,3,0,Aug,2024-08,6294.08,2,306,3147.04,1083282.25,6294.08
C6942,Desk,2024-09-15,1,349.98,Customer C6942,Electronics,Debit Card,4,349.98,2024,9,15,6,3,1,Sep,2024-09,349.98,1,288,349.98,1049911.98,349.98
C1186,Laptop,2025-02-09,3,19.55,Customer C1186,Office Supplies,Credit Card,2,58.65000000000001,2025,2,9,6,1,1,Feb,2025-02,1558.47,2,141,779.235,1133462.57,1558.47
C2125,Printer,2023-07-23,6,383.87,Customer C2125,Office Supplies,Online,5,2303.22,2023,7,23,6,3,1,Jul,2023-07,2303.22,1,708,2303.22,1133462.57,2303.22
C3190,Chair,2024-08-13,7,19.42,Customer C3190,Electronics,Gift Card,2,135.94,2024,8,13,1,3,0,Aug,2024-08,135.94,1,321,135.94,1049911.98,135.94
C4896,Tablet,2023-03-12,3,555.37,Customer C4896,Office Supplies,Credit Card,2,1666.11,2023,3,12,6,1,1,Mar,2023-03,1666.11,1,841,1666.11,1133462.57,1666.11
C5037,Phone,2025-05-02,4,10.25,Customer C5037,Furniture,Debit Card,5,41.0,2025,5,2,4,2,0,May,2025-05,41.0,1,59,41.0,1083282.25,41.0
C7760,Printer,2024-03-28,2,166.58,Customer C7760,Office Supplies,Online,2,333.16,2024,3,28,3,1,0,Mar,2024-03,333.16,1,459,333.16,1133462.57,333.16
C7989,Monitor,2025-03-03,2,624.33,Customer C7989,Office Supplies,Credit Card,3,1248.66,2025,3,3,0,1,0,Mar,2025-03,1248.66,1,119,1248.66,1133462.57,1248.66
C2313,Laptop,2024-09-18,7,133.05,Customer C2313,Office Supplies,Credit Card,2,931.3500000000001,2024,9,18,2,3,0,Sep,2024-09,1448.0800000000002,2,285,724.0400000000001,1133462.57,1448.0800000000002
C8121,Monitor,2023-04-15,5,104.19,Customer C8121,Office Supplies,Gift Card,5,520.95,2023,4,15,5,2,1,Apr,2023-04,520.95,1,807,520.95,1133462.57,520.95
C7185,Phone,2024-07-26,3,516.73,Customer C7185,Furniture,Gift Card,5,1550.19,2024,7,26,4,3,0,Jul,2024-07,1550.19,1,339,1550.19,1083282.25,1550.19
C6442,Printer,2024-10-12,3,88.31,Customer C6442,Office Supplies,Cash,1,264.93,2024,10,12,5,4,1,Oct,2024-10,264.93,1,261,264.93,1133462.57,264.93
C3732,Chair,2023-09-24,7,290.45,Customer C3732,Office Supplies,Gift Card,1,2033.15,2023,9,24,6,3,1,Sep,2023-09,2033.15,1,645,2033.15,1133462.57,2033.15
C4082,Laptop,2024-06-18,3,531.93,Customer C4082,Office Supplies,Debit Card,2,1595.79,2024,6,18,1,2,0,Jun,2024-06,1595.79,1,377,1595.79,1133462.57,1595.79
C9524,Phone,2024-07-20,5,702.3,Customer C9524,Electronics,Debit Card,1,3511.5,2024,7,20,5,3,1,Jul,2024-07,3511.5,1,345,3511.5,1049911.98,3511.5
C9958,Monitor,2024-06-13,1,218.84,Customer C9958,Electronics,Gift Card,1,218.84,2024,6,13,3,2,0,Jun,2024-06,218.84,1,382,218.84,1049911.98,218.84
C1036,Phone,2023-10-20,3,221.64,Customer C1036,Electronics,Online,2,664.92,2023,10,20,4,4,0,Oct,2023-10,1013.0699999999999,2,619,506.53499999999997,1049911.98,1013.0699999999999
C9702,Laptop,2024-03-26,2,709.1,Customer C9702,Furniture,Cash,2,1418.2,2024,3,26,1,1,0,Mar,2024-03,1418.2,1,461,1418.2,1083282.25,1418.2
C8406,Tablet,2024-05-24,5,120.08,Customer C8406,Office Supplies,Debit Card,2,600.4,2024,5,24,4,2,0,May,2024-05,600.4,1,402,600.4,1133462.57,600.4
C7673,Laptop,2024-12-13,5,63.8,Customer C7673,Furniture,Debit Card,3,319.0,2024,12,13,4,4,0,Dec,2024-12,319.0,1,199,319.0,1083282.25,319.0
C2860,Monitor,2023-04-18,8,243.93,Customer C2860,Furniture,Cash,2,1951.44,2023,4,18,1,2,0,Apr,2023-04,1951.44,1,804,1951.44,1083282.25,1951.44
C7108,Desk,2025-03-29,7,177.44,Customer C7108,Electronics,Online,3,1242.08,2025,3,29,5,1,1,Mar,2025-03,1242.08,1,93,1242.08,1049911.98,1242.08
C5298,Phone,2023-09-20,5,783.12,Customer C5298,Office Supplies,Debit Card,1,3915.6,2023,9,20,2,3,0,Sep,2023-09,3915.6,1,649,3915.6,1133462.57,3915.6
C7523,Desk,2023-10-11,3,756.71,Customer C7523,Office Supplies,Gift Card,1,2270.13,2023,10,11,2,4,0,Oct,2023-10,2270.13,1,628,2270.13,1133462.57,2270.13
C6372,Desk,2025-03-24,5,650.99,Customer C6372,Electronics,Cash,3,3254.95,2025,3,24,0,1,0,Mar,2025-03,3254.95,1,98,3254.95,1049911.98,3254.95
C6156,Tablet,2024-03-27,6,386.68,Customer C6156,Electronics,Gift Card,1,2320.08,2024,3,27,2,1,0,Mar,2024-03,2320.08,1,460,2320.08,1049911.98,2320.08
C1186,Laptop,2024-11-01,6,249.97,Customer C1186,Furniture,Credit Card,5,1499.82,2024,11,1,4,4,0,Nov,2024-11,1558.47,2,141,779.235,1083282.25,1558.47
C4169,Desk,2024-09-03,4,253.01,Customer C4169,Office Supplies,Credit Card,3,1012.04,2024,9,3,1,3,0,Sep,2024-09,1657.8899999999999,2,300,828.9449999999999,1133462.57,1657.8899999999999
C9957,Phone,2023-07-14,5,283.34,Customer C9957,Office Supplies,Debit Card,2,1416.7,2023,7,14,4,3,0,Jul,2023-07,1416.7,1,717,1416.7,1133462.57,1416.7
C4648,Desk,2024-01-19,3,497.83,Customer C4648,Office Supplies,Online,5,1493.49,2024,1,19,4,1,0,Jan,2024-01,1493.49,1,528,1493.49,1133462.57,1493.49
C4859,Laptop,2023-02-26,5,80.48,Customer C4859,Electronics,Cash,4,402.4,2023,2,26,6,1,1,Feb,2023-02,402.4,1,855,402.4,1049911.98,402.4
C9037,Laptop,2024-11-17,7,362.5,Customer C9037,Furniture,Gift Card,5,2537.5,2024,11,17,6,4,1,Nov,2024-11,2537.5,1,225,2537.5,1083282.25,2537.5
C7621,Desk,2024-02-06,8,167.66,Customer C7621,Electronics,Credit Card,5,1341.28,2024,2,6,1,1,0,Feb,2024-02,1341.28,1,510,1341.28,1049911.98,1341.28
C8220,Chair,2023-06-22,6,181.48,Customer C8220,Office Supplies,Credit Card,1,1088.88,2023,6,22,3,2,0,Jun,2023-06,3626.53,2,75,1813.265,1133462.57,3626.53
C9034,Monitor,2024-12-12,1,569.26,Customer C9034,Electronics,Cash,5,569.26,2024,12,12,3,4,0,Dec,2024-12,569.26,1,200,569.26,1049911.98,569.26
C6584,Chair,2024-01-07,1,656.2,Customer C6584,Electronics,Online,4,656.2,2024,1,7,6,1,1,Jan,2024-01,656.2,1,540,656.2,1049911.98,656.2
C2696,Desk,2023-04-20,5,507.6,Customer C2696,Furniture,Credit Card,1,2538.0,2023,4,20,3,2,0,Apr,2023-04,2538.0,1,802,2538.0,1083282.25,2538.0
C6170,Tablet,2023-11-04,5,641.44,Customer C6170,Furniture,Debit Card,2,3207.2,2023,11,4,5,4,1,Nov,2023-11,3207.2,1,604,3207.2,1083282.25,3207.2
C5535,Phone,2024-10-04,7,22.48,Customer C5535,Furniture,Gift Card,2,157.36,2024,10,4,4,4,0,Oct,2024-10,157.36,1,269,157.36,1083282.25,157.36
C3960,Printer,2023-06-02,6,196.74,Customer C3960,Furniture,Gift Card,5,1180.44,2023,6,2,4,2,0,Jun,2023-06,1180.44,1,759,1180.44,1083282.25,1180.44
C4333,Phone,2024-04-14,1,348.09,Customer C4333,Furniture,Online,5,348.09,2024,4,14,6,2,1,Apr,2024-04,348.09,1,442,348.09,1083282.25,348.09
C9581,Laptop,2025-04-16,5,589.84,Customer C9581,Office Supplies,Cash,5,2949.2,2025,4,16,2,2,0,Apr,2025-04,2949.2,1,75,2949.2,1133462.57,2949.2
C1765,Chair,2024-12-18,3,549.78,Customer C1765,Office Supplies,Credit Card,3,1649.34,2024,12,18,2,4,0,Dec,2024-12,1649.34,1,194,1649.34,1133462.57,1649.34
C8796,Chair,2023-02-28,6,125.46,Customer C8796,Electronics,Debit Card,5,752.76,2023,2,28,1,1,0,Feb,2023-02,752.76,1,853,752.76,1049911.98,752.76
C7799,Monitor,2023-10-27,5,318.33,Customer C7799,Electronics,Debit Card,2,1591.65,2023,10,27,4,4,0,Oct,2023-10,1591.65,1,612,1591.65,1049911.98,1591.65
C1587,Phone,2023-08-19,3,584.74,Customer C1587,Electronics,Gift Card,4,1754.22,2023,8,19,5,3,1,Aug,2023-08,1754.22,1,681,1754.22,1049911.98,1754.22
C3056,Desk,2024-07-09,1,184.5,Customer C3056,Office Supplies,Debit Card,1,184.5,2024,7,9,1,3,0,Jul,2024-07,184.5,1,356,184.5,1133462.57,184.5
C7457,Printer,2024-07-27,6,740.37,Customer C7457,Furniture,Online,4,4442.22,2024,7,27,5,3,1,Jul,2024-07,4442.22,1,338,4442.22,1083282.25,4442.22
C4413,Monitor,2023-12-20,4,285.59,Customer C4413,Electronics,Online,2,1142.36,2023,12,20,2,4,0,Dec,2023-12,1142.36,1,558,1142.36,1049911.98,1142.36
C7999,Monitor,2024-07-19,5,321.33,Customer C7999,Electronics,Credit Card,2,1606.65,2024,7,19,4,3,0,Jul,2024-07,1606.65,1,346,1606.65,1049911.98,1606.65
C6627,Tablet,2024-01-28,5,251.41,Customer C6627,Office Supplies,Debit Card,5,1257.05,2024,1,28,6,1,1,Jan,2024-01,1257.05,1,519,1257.05,1133462.57,1257.05
C4690,Tablet,2025-03-24,3,389.68,Customer C4690,Furniture,Credit Card,4,1169.04,2025,3,24,0,1,0,Mar,2025-03,1169.04,1,98,1169.04,1083282.25,1169.04
C8727,Chair,2023-02-17,3,577.13,Customer C8727,Office Supplies,Debit Card,3,1731.39,2023,2,17,4,1,0,Feb,2023-02,1731.39,1,864,1731.39,1133462.57,1731.39
C7462,Printer,2024-05-11,4,619.33,Customer C7462,Furniture,Debit Card,3,2477.32,2024,5,11,5,2,1,May,2024-05,2477.32,1,415,2477.32,1083282.25,2477.32
C9039,Printer,2023-11-20,2,515.97,Customer C9039,Furniture,Online,4,1031.94,2023,11,20,0,4,0,Nov,2023-11,1783.69,2,11,891.845,1083282.25,1783.69
C1296,Chair,2023-10-29,4,598.12,Customer C1296,Office Supplies,Gift Card,5,2392.48,2023,10,29,6,4,1,Oct,2023-10,2392.48,1,610,2392.48,1133462.57,2392.48
C8751,Chair,2023-02-04,5,645.6,Customer C8751,Office Supplies,Gift Card,1,3228.0,2023,2,4,5,1,1,Feb,2023-02,3228.0,1,877,3228.0,1133462.57,3228.0
C6278,Monitor,2025-05-09,4,708.45,Customer C6278,Furniture,Credit Card,3,2833.8,2025,5,9,4,2,0,May,2025-05,2833.8,1,52,2833.8,1083282.25,2833.8
C5514,Phone,2023-09-06,7,86.92,Customer C5514,Office Supplies,Cash,2,608.44,2023,9,6,2,3,0,Sep,2023-09,608.44,1,663,608.44,1133462.57,608.44
C5504,Printer,2023-10-30,1,376.02,Customer C5504,Electronics,Cash,5,376.02,2023,10,30,0,4,0,Oct,2023-10,376.02,1,609,376.02,1049911.98,376.02
C2865,Printer,2025-05-06,4,533.61,Customer C2865,Furniture,Credit Card,1,2134.44,2025,5,6,1,2,0,May,2025-05,2134.44,1,55,2134.44,1083282.25,2134.44
C3364,Phone,2023-05-17,8,367.53,Customer C3364,Office Supplies,Online,1,2940.24,2023,5,17,2,2,0,May,2023-05,4103.44,2,730,2051.72,1133462.57,4103.44
C4755,Desk,2023-12-02,2,27.94,Customer C4755,Office Supplies,Credit Card,5,55.88,2023,12,2,5,4,1,Dec,2023-12,55.88,1,576,55.88,1133462.57,55.88
C4013,Desk,2024-01-31,7,249.65,Customer C4013,Office Supplies,Gift Card,5,1747.55,2024,1,31,2,1,0,Jan,2024-01,1747.55,1,516,1747.55,1133462.57,1747.55
C6614,Laptop,2024-12-21,5,37.74,Customer C6614,Office Supplies,Online,5,188.7,2024,12,21,5,4,1,Dec,2024-12,188.7,1,191,188.7,1133462.57,188.7
C5482,Tablet,2025-05-05,8,286.36,Customer C5482,Furniture,Cash,1,2290.88,2025,5,5,0,2,0,May,2025-05,2290.88,1,56,2290.88,1083282.25,2290.88
C3677,Tablet,2024-12-15,5,614.32,Customer C3677,Furniture,Debit Card,3,3071.6,2024,12,15,6,4,1,Dec,2024-12,3071.6,1,197,3071.6,1083282.25,3071.6
C5933,Chair,2024-12-09,7,172.77,Customer C5933,Furniture,Debit Card,4,1209.39,2024,12,9,0,4,0,Dec,2024-12,1209.39,1,203,1209.39,1083282.25,1209.39
C5348,Desk,2024-08-20,7,458.02,Customer C5348,Furniture,Credit Card,5,3206.14,2024,8,20,1,3,0,Aug,2024-08,3206.14,1,314,3206.14,1083282.25,3206.14
C1470,Monitor,2024-12-17,1,40.96,Customer C1470,Office Supplies,Gift Card,2,40.96,2024,12,17,1,4,0,Dec,2024-12,40.96,1,195,40.96,1133462.57,40.96
C4479,Phone,2025-06-21,2,82.97,Customer C4479,Office Supplies,Credit Card,4,165.94,2025,6,21,5,2,1,Jun,2025-06,165.94,1,9,165.94,1133462.57,165.94
C2379,Monitor,2024-06-26,1,211.3,Customer C2379,Office Supplies,Cash,5,211.3,2024,6,26,2,2,0,Jun,2024-06,211.3,1,369,211.3,1133462.57,211.3
C2401,Monitor,2025-04-13,5,206.8,Customer C2401,Electronics,Debit Card,4,1034.0,2025,4,13,6,2,1,Apr,2025-04,1034.0,1,78,1034.0,1049911.98,1034.0
C6079,Tablet,2023-09-23,3,234.42,Customer C6079,Electronics,Cash,2,703.26,2023,9,23,5,3,1,Sep,2023-09,703.26,1,646,703.26,1049911.98,703.26
C3498,Chair,2024-04-28,5,92.37,Customer C3498,Electronics,Cash,5,461.85,2024,4,28,6,2,1,Apr,2024-04,461.85,1,428,461.85,1049911.98,461.85
C8741,Desk,2023-12-02,1,417.54,Customer C8741,Electronics,Online,1,417.54,2023,12,2,5,4,1,Dec,2023-12,1714.1399999999999,2,273,857.0699999999999,1049911.98,1714.1399999999999
C4069,Chair,2024-06-15,6,565.54,Customer C4069,Office Supplies,Online,1,3393.24,2024,6,15,5,2,1,Jun,2024-06,6500.469999999999,2,380,3250.2349999999997,1133462.57,6500.469999999999
C7058,Chair,2025-05-20,3,539.44,Customer C7058,Electronics,Debit Card,1,1618.32,2025,5,20,1,2,0,May,2025-05,2157.99,2,41,1078.995,1049911.98,2157.99
C4451,Laptop,2025-06-11,5,764.37,Customer C4451,Furniture,Debit Card,1,3821.85,2025,6,11,2,2,0,Jun,2025-06,3821.85,1,19,3821.85,1083282.25,3821.85
C7544,Chair,2024-12-15,7,584.8,Customer C7544,Office Supplies,Online,4,4093.599999999999,2024,12,15,6,4,1,Dec,2024-12,4093.599999999999,1,197,4093.599999999999,1133462.57,4093.599999999999
C7004,Laptop,2024-06-15,5,448.93,Customer C7004,Furniture,Gift Card,1,2244.65,2024,6,15,5,2,1,Jun,2024-06,2244.65,1,380,2244.65,1083282.25,2244.65
C4822,Phone,2023-12-22,4,573.19,Customer C4822,Furniture,Credit Card,1,2292.76,2023,12,22,4,4,0,Dec,2023-12,2292.76,1,556,2292.76,1083282.25,2292.76
C6424,Printer,2025-02-26,2,15.63,Customer C6424,Furniture,Credit Card,1,31.26,2025,2,26,2,1,0,Feb,2025-02,4093.1000000000004,2,52,2046.5500000000002,1083282.25,4093.1000000000004
C2011,Phone,2025-06-06,1,580.53,Customer C2011,Electronics,Gift Card,2,580.53,2025,6,6,4,2,0,Jun,2025-06,807.39,2,24,403.695,1049911.98,807.39
C1482,Printer,2023-11-20,3,380.5,Customer C1482,Electronics,Gift Card,3,1141.5,2023,11,20,0,4,0,Nov,2023-11,1141.5,1,588,1141.5,1049911.98,1141.5
C9229,Monitor,2024-03-02,3,357.45,Customer C9229,Electronics,Online,3,1072.35,2024,3,2,5,1,1,Mar,2024-03,1072.35,1,485,1072.35,1049911.98,1072.35
C6441,Printer,2025-03-04,8,549.37,Customer C6441,Electronics,Gift Card,3,4394.96,2025,3,4,1,1,0,Mar,2025-03,4394.96,1,118,4394.96,1049911.98,4394.96
C5066,Desk,2024-05-25,1,511.82,Customer C5066,Office Supplies,Online,3,511.82,2024,5,25,5,2,1,May,2024-05,511.82,1,401,511.82,1133462.57,511.82
C8642,Phone,2023-04-22,7,191.68,Customer C8642,Furniture,Cash,4,1341.76,2023,4,22,5,2,1,Apr,2023-04,1341.76,1,800,1341.76,1083282.25,1341.76
C6415,Tablet,2024-10-17,5,689.03,Customer C6415,Furniture,Online,2,3445.15,2024,10,17,3,4,0,Oct,2024-10,4340.67,2,256,2170.335,1083282.25,4340.67
C7510,Monitor,2025-05-13,1,47.66,Customer C7510,Office Supplies,Cash,4,47.66,2025,5,13,1,2,0,May,2025-05,47.66,1,48,47.66,1133462.57,47.66
C5975,Phone,2025-02-19,8,584.83,Customer C5975,Office Supplies,Online,3,4678.64,2025,2,19,2,1,0,Feb,2025-02,4678.64,1,131,4678.64,1133462.57,4678.64
C2406,Tablet,2024-02-26,6,314.53,Customer C2406,Office Supplies,Debit Card,2,1887.18,2024,2,26,0,1,0,Feb,2024-02,1887.18,1,490,1887.18,1133462.57,1887.18
C9248,Tablet,2023-10-17,6,578.51,Customer C9248,Office Supplies,Gift Card,4,3471.06,2023,10,17,1,4,0,Oct,2023-10,3471.06,1,622,3471.06,1133462.57,3471.06
C2232,Laptop,2023-10-03,8,618.31,Customer C2232,Office Supplies,Cash,1,4946.48,2023,10,3,1,4,0,Oct,2023-10,4946.48,1,636,4946.48,1133462.57,4946.48
C3932,Monitor,2024-10-09,1,458.66,Customer C3932,Furniture,Gift Card,4,458.66,2024,10,9,2,4,0,Oct,2024-10,458.66,1,264,458.66,1083282.25,458.66
C2191,Chair,2024-12-16,6,396.06,Customer C2191,Electronics,Credit Card,3,2376.36,2024,12,16,0,4,0,Dec,2024-12,2376.36,1,196,2376.36,1049911.98,2376.36
C4901,Printer,2025-06-22,7,285.59,Customer C4901,Office Supplies,Cash,2,1999.13,2025,6,22,6,2,1,Jun,2025-06,1999.13,1,8,1999.13,1133462.57,1999.13
C5830,Desk,2024-11-21,8,589.93,Customer C5830,Furniture,Debit Card,3,4719.44,2024,11,21,3,4,0,Nov,2024-11,4719.44,1,221,4719.44,1083282.25,4719.44
C7526,Tablet,2025-01-05,1,85.22,Customer C7526,Office Supplies,Cash,1,85.22,2025,1,5,6,1,1,Jan,2025-01,85.22,1,176,85.22,1133462.57,85.22
C6632,Laptop,2023-04-23,1,358.65,Customer C6632,Electronics,Online,4,358.65,2023,4,23,6,2,1,Apr,2023-04,358.65,1,799,358.65,1049911.98,358.65
C4118,Chair,2024-11-12,3,565.63,Customer C4118,Furniture,Cash,3,1696.89,2024,11,12,1,4,0,Nov,2024-11,2269.54,2,230,1134.77,1083282.25,2269.54
C7661,Desk,2023-07-09,7,560.68,Customer C7661,Electronics,Debit Card,2,3924.76,2023,7,9,6,3,1,Jul,2023-07,3924.76,1,722,3924.76,1049911.98,3924.76
C6873,Printer,2025-01-03,1,12.7,Customer C6873,Electronics,Online,1,12.7,2025,1,3,4,1,0,Jan,2025-01,12.7,1,178,12.7,1049911.98,12.7
C1570,Laptop,2024-11-25,7,352.27,Customer C1570,Office Supplies,Gift Card,2,2465.89,2024,11,25,0,4,0,Nov,2024-11,2465.89,1,217,2465.89,1133462.57,2465.89
C3533,Tablet,2023-01-24,1,50.03,Customer C3533,Office Supplies,Gift Card,5,50.03,2023,1,24,1,1,0,Jan,2023-01,50.03,1,888,50.03,1133462.57,50.03
C9318,Phone,2025-06-02,5,730.2,Customer C9318,Furniture,Cash,2,3651.0,2025,6,2,0,2,0,Jun,2025-06,3651.0,1,28,3651.0,1083282.25,3651.0
C7243,Phone,2024-12-11,8,78.1,Customer C7243,Electronics,Gift Card,5,624.8,2024,12,11,2,4,0,Dec,2024-12,624.8,1,201,624.8,1049911.98,624.8
C2378,Monitor,2023-06-17,2,679.03,Customer C2378,Furniture,Gift Card,1,1358.06,2023,6,17,5,2,1,Jun,2023-06,3303.8599999999997,2,690,1651.9299999999998,1083282.25,3303.8599999999997
C4604,Chair,2025-06-29,4,317.13,Customer C4604,Electronics,Debit Card,3,1268.52,2025,6,29,6,2,1,Jun,2025-06,1268.52,1,1,1268.52,1049911.98,1268.52
C2969,Laptop,2025-02-08,2,21.24,Customer C2969,Office Supplies,Online,2,42.48,2025,2,8,5,1,1,Feb,2025-02,42.48,1,142,42.48,1133462.57,42.48
C1544,Tablet,2023-11-20,8,568.71,Customer C1544,Electronics,Debit Card,1,4549.68,2023,11,20,0,4,0,Nov,2023-11,4549.68,1,588,4549.68,1049911.98,4549.68
C5779,Desk,2023-09-06,4,240.85,Customer C5779,Furniture,Cash,2,963.4,2023,9,6,2,3,0,Sep,2023-09,963.4,1,663,963.4,1083282.25,963.4
C9206,Desk,2024-04-21,1,782.12,Customer C9206,Furniture,Cash,4,782.12,2024,4,21,6,2,1,Apr,2024-04,782.12,1,435,782.12,1083282.25,782.12
C7331,Tablet,2024-04-02,3,241.55,Customer C7331,Office Supplies,Debit Card,5,724.6500000000001,2024,4,2,1,2,0,Apr,2024-04,724.6500000000001,1,454,724.6500000000001,1133462.57,724.6500000000001
C4370,Tablet,2024-11-06,7,587.48,Customer C4370,Electronics,Online,3,4112.360000000001,2024,11,6,2,4,0,Nov,2024-11,4112.360000000001,1,236,4112.360000000001,1049911.98,4112.360000000001
C4980,Printer,2024-11-26,8,516.77,Customer C4980,Office Supplies,Gift Card,1,4134.16,2024,11,26,1,4,0,Nov,2024-11,4134.16,1,216,4134.16,1133462.57,4134.16
C7617,Desk,2025-02-08,4,121.4,Customer C7617,Furniture,Cash,1,485.6,2025,2,8,5,1,1,Feb,2025-02,485.6,1,142,485.6,1083282.25,485.6
C5265,Printer,2024-06-30,2,521.12,Customer C5265,Furniture,Credit Card,5,1042.24,2024,6,30,6,2,1,Jun,2024-06,1042.24,1,365,1042.24,1083282.25,1042.24
C4790,Tablet,2023-10-14,6,448.1,Customer C4790,Office Supplies,Online,4,2688.6,2023,10,14,5,4,1,Oct,2023-10,3244.12,2,107,1622.06,1133462.57,3244.12
C3579,Laptop,2025-03-19,5,422.44,Customer C3579,Furniture,Cash,5,2112.2,2025,3,19,2,1,0,Mar,2025-03,2112.2,1,103,2112.2,1083282.25,2112.2
C3663,Monitor,2024-09-24,8,87.35,Customer C3663,Furniture,Cash,3,698.8,2024,9,24,1,3,0,Sep,2024-09,698.8,1,279,698.8,1083282.25,698.8
C4452,Desk,2023-06-15,7,420.12,Customer C4452,Electronics,Online,5,2940.84,2023,6,15,3,2,0,Jun,2023-06,3001.32,2,329,1500.66,1049911.98,3001.32
C9000,Desk,2024-11-02,2,214.6,Customer C9000,Furniture,Debit Card,4,429.2,2024,11,2,5,4,1,Nov,2024-11,429.2,1,240,429.2,1083282.25,429.2
C5617,Laptop,2025-03-18,7,260.24,Customer C5617,Electronics,Cash,4,1821.68,2025,3,18,1,1,0,Mar,2025-03,1821.68,1,104,1821.68,1049911.98,1821.68
C1030,Phone,2023-07-11,5,342.09,Customer C1030,Furniture,Credit Card,1,1710.45,2023,7,11,1,3,0,Jul,2023-07,1710.45,1,720,1710.45,1083282.25,1710.45
C5417,Desk,2024-04-22,4,214.18,Customer C5417,Electronics,Gift Card,2,856.72,2024,4,22,0,2,0,Apr,2024-04,856.72,1,434,856.72,1049911.98,856.72
C1334,Tablet,2024-10-08,6,724.08,Customer C1334,Office Supplies,Gift Card,2,4344.48,2024,10,8,1,4,0,Oct,2024-10,4344.48,1,265,4344.48,1133462.57,4344.48
C4231,Desk,2023-09-22,2,510.8,Customer C4231,Furniture,Gift Card,2,1021.6,2023,9,22,4,3,0,Sep,2023-09,1021.6,1,647,1021.6,1083282.25,1021.6
C7830,Tablet,2024-12-30,4,373.08,Customer C7830,Furniture,Credit Card,5,1492.32,2024,12,30,0,4,0,Dec,2024-12,1492.32,1,182,1492.32,1083282.25,1492.32
C5571,Printer,2024-01-28,3,675.26,Customer C5571,Electronics,Cash,2,2025.78,2024,1,28,6,1,1,Jan,2024-01,2025.78,1,519,2025.78,1049911.98,2025.78
C7250,Phone,2024-10-31,8,165.23,Customer C7250,Electronics,Cash,2,1321.84,2024,10,31,3,4,0,Oct,2024-10,1321.84,1,242,1321.84,1049911.98,1321.84
C1694,Chair,2025-01-12,8,675.81,Customer C1694,Office Supplies,Online,2,5406.48,2025,1,12,6,1,1,Jan,2025-01,5406.48,1,169,5406.48,1133462.57,5406.48
C8327,Chair,2025-03-11,6,705.74,Customer C8327,Office Supplies,Credit Card,3,4234.440000000001,2025,3,11,1,1,0,Mar,2025-03,4234.440000000001,1,111,4234.440000000001,1133462.57,4234.440000000001
C2471,Desk,2024-09-05,8,659.25,Customer C2471,Furniture,Debit Card,3,5274.0,2024,9,5,3,3,0,Sep,2024-09,5274.0,1,298,5274.0,1083282.25,5274.0
C8263,Desk,2023-11-13,3,41.57,Customer C8263,Office Supplies,Online,4,124.71,2023,11,13,0,4,0,Nov,2023-11,124.71,1,595,124.71,1133462.57,124.71
C8851,Phone,2024-02-28,8,578.06,Customer C8851,Furniture,Credit Card,4,4624.48,2024,2,28,2,1,0,Feb,2024-02,4624.48,1,488,4624.48,1083282.25,4624.48
C3555,Laptop,2024-11-27,1,165.45,Customer C3555,Furniture,Debit Card,5,165.45,2024,11,27,2,4,0,Nov,2024-11,165.45,1,215,165.45,1083282.25,165.45
C3759,Desk,2024-08-10,7,604.8,Customer C3759,Office Supplies,Cash,1,4233.599999999999,2024,8,10,5,3,1,Aug,2024-08,4233.599999999999,1,324,4233.599999999999,1133462.57,4233.599999999999
C2461,Chair,2024-07-16,5,449.91,Customer C2461,Furniture,Debit Card,4,2249.55,2024,7,16,1,3,0,Jul,2024-07,2249.55,1,349,2249.55,1083282.25,2249.55
C3383,Chair,2025-02-18,5,390.97,Customer C3383,Electronics,Credit Card,4,1954.85,2025,2,18,1,1,0,Feb,2025-02,1954.85,1,132,1954.85,1049911.98,1954.85
C1517,Chair,2024-03-03,6,667.06,Customer C1517,Furniture,Credit Card,2,4002.36,2024,3,3,6,1,1,Mar,2024-03,4994.85,2,484,2497.425,1083282.25,4994.85
C3765,Printer,2024-11-01,8,49.37,Customer C3765,Electronics,Cash,5,394.96,2024,11,1,4,4,0,Nov,2024-11,1338.96,2,72,669.48,1049911.98,1338.96
C9130,Monitor,2023-05-11,6,155.5,Customer C9130,Office Supplies,Online,5,933.0,2023,5,11,3,2,0,May,2023-05,933.0,1,781,933.0,1133462.57,933.0
C5091,Laptop,2024-12-29,4,779.36,Customer C5091,Electronics,Debit Card,2,3117.44,2024,12,29,6,4,1,Dec,2024-12,3117.44,1,183,3117.44,1049911.98,3117.44
C4311,Tablet,2024-11-10,8,393.28,Customer C4311,Office Supplies,Cash,4,3146.24,2024,11,10,6,4,1,Nov,2024-11,3146.24,1,232,3146.24,1133462.57,3146.24
C2228,Tablet,2025-02-27,8,388.83,Customer C2228,Electronics,Credit Card,5,3110.64,2025,2,27,3,1,0,Feb,2025-02,3110.64,1,123,3110.64,1049911.98,3110.64
C1113,Monitor,2025-03-09,8,621.65,Customer C1113,Electronics,Online,4,4973.2,2025,3,9,6,1,1,Mar,2025-03,4973.2,1,113,4973.2,1049911.98,4973.2
